Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,1,601,709,2401,709.0,0.0
1,420,1020,1298,2820,1287.0,13.09
4,704,1304,1400,3104,1400.0,0.0
5,734,1334,1414,3134,1468.0,72.36
2,429,1029,1574,2829,1536.0,42.56
3,493,1093,1504,2893,1604.0,113.0
6,1031,1631,1836,3431,1836.0,0.0
9,1289,1889,2133,3689,2133.0,0.0
10,1590,2190,2368,3990,2248.0,170.4
7,1125,1725,2316,3525,2316.0,0.0
8,1248,1848,2385,3648,2406.0,22.68
13,1834,2434,2571,4234,2540.0,42.16
14,1866,2466,3064,4266,2608.0,483.36
11,1745,2345,2651,4145,2721.0,127.4
16,2031,2631,2931,4431,2811.0,163.2
12,1806,2406,2947,4206,2879.0,134.64
17,2037,2637,3075,4437,2947.0,131.84
15,1941,2541,2946,4341,3015.0,118.68
18,2250,2850,3174,4650,3133.0,49.61
19,2404,3004,3201,4804,3201.0,0.0
20,2562,3162,3323,4962,3323.0,0.0
23,2760,3360,3683,5160,3616.0,96.48
24,2824,3424,3675,5224,3684.0,11.52
22,2618,3218,3752,5018,3752.0,0.0
25,2915,3515,3847,5315,3824.0,38.18
26,3098,3698,4113,5498,3959.0,167.86
27,3117,3717,4027,5517,4027.0,0.0
29,3412,4012,4254,5812,4118.0,145.52
30,3496,4096,4231,5896,4231.0,0.0
28,3229,3829,4310,5629,4299.0,14.19
21,2587,3187,3680,4987,4412.0,753.96
31,3793,4393,4662,6193,4662.0,0.0
33,4075,4675,4761,6475,4761.0,0.0
32,3911,4511,4964,6311,4964.0,0.0
34,4342,4942,5283,6742,5250.0,45.54
37,4578,5178,5363,6978,5363.0,0.0
35,4553,5153,5419,6953,5431.0,15.48
38,4591,5191,5618,6991,5507.0,127.65
40,4922,5522,5658,7322,5575.0,87.15
39,4751,5351,5688,7151,5688.0,0.0
36,4570,5170,5714,6970,5778.0,78.08
42,5100,5700,5943,7500,5868.0,104.25
41,5042,5642,5967,7442,5967.0,0.0
45,5249,5849,6157,7649,6074.0,100.43
44,5204,5804,6143,7604,6142.0,1.69
43,5101,5701,6210,7501,6210.0,0.0
46,5277,5877,6212,7677,6278.0,81.18
48,5591,6191,6321,7991,6346.0,29.5
47,5400,6000,6109,7800,6414.0,326.35
49,5886,6486,6753,8286,6671.0,120.54
50,5913,6513,7089,8313,6806.0,336.77
51,6022,6622,6937,8422,6874.0,95.13
54,6356,6956,7206,8756,6987.0,407.34
52,6180,6780,7041,8580,7055.0,23.24
56,6537,7137,7269,8937,7145.0,173.6
53,6293,6893,7157,8693,7213.0,105.28
58,6569,7169,7348,8969,7348.0,0.0
61,6719,7319,7452,9119,7452.0,0.0
60,6618,7218,7607,9018,7593.0,14.28
63,6934,7534,7706,9334,7706.0,0.0
55,6522,7122,7614,8922,7774.0,238.4
57,6556,7156,7446,8956,7842.0,522.72
62,6825,7425,7844,9225,7910.0,100.98
59,6576,7176,7290,8976,8000.0,951.4
66,7423,8023,8155,9823,8130.0,33.75
64,7301,7901,8243,9701,8243.0,0.0
67,7536,8136,8202,9936,8333.0,142.79
65,7357,7957,8351,9757,8401.0,63.0
71,7713,8313,8645,10113,8560.0,165.75
69,7705,8305,8651,10105,8628.0,30.13
68,7608,8208,8766,10008,8696.0,91.0
70,7708,8308,8849,10108,8831.0,35.28
72,7975,8575,8881,10375,8899.0,24.66
74,8053,8653,8989,10453,8989.0,0.0
73,7977,8577,9022,10377,9057.0,66.5
75,8178,8778,9144,10578,9144.0,0.0
76,8330,8930,9430,10730,9430.0,0.0
77,8556,9156,9638,10956,9572.0,71.94
79,8748,9348,9799,11148,9640.0,176.49
81,8833,9433,9699,11233,9708.0,11.16
82,8997,9597,9790,11397,9776.0,17.64
78,8675,9275,9865,11075,9866.0,1.79
84,9191,9791,10149,11591,9945.0,263.16
80,8832,9432,9894,11232,10058.0,201.72
85,9281,9881,10126,11681,10126.0,0.0
83,9115,9715,10314,11515,10314.0,0.0
86,9658,10258,10360,12058,10382.0,25.3
87,9764,10364,10791,12164,10791.0,0.0
88,10031,10631,10949,12431,10949.0,0.0
92,10612,11212,11334,13012,11334.0,0.0
89,10279,10879,11427,12679,11427.0,0.0
95,10834,11434,11616,13234,11540.0,110.2
94,10755,11355,11626,13155,11608.0,24.12
91,10564,11164,11644,12964,11676.0,47.04
93,10693,11293,11547,13093,11744.0,260.04
90,10524,11124,11692,12924,11812.0,196.8
96,11151,11751,12032,13551,12032.0,0.0
97,11678,12278,12419,14078,12419.0,0.0
98,11694,12294,12713,14094,12682.0,33.79
99,11733,12333,12750,14133,12750.0,0.0
103,12211,12811,13062,14611,12883.0,334.73
101,12004,12604,13053,14404,12951.0,104.04
102,12168,12768,13128,14568,13041.0,130.5
100,11996,12596,13069,14396,13131.0,107.26
104,12375,12975,13147,14775,13221.0,93.24
105,12523,13123,13244,14923,13334.0,103.5
107,12722,13322,13493,15122,13485.0,8.24
106,12562,13162,13675,14962,13553.0,159.82
