Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,1,601,908,2401,888,29.0
1,125,725,1027,2525,978,89.18
2,328,928,1378,2728,1091,401.8
5,519,1119,1235,2919,1159,105.64
7,595,1195,1401,2995,1249,241.68
9,618,1218,1343,3018,1362,35.72
3,374,974,1502,2774,1430,126.72
6,548,1148,1520,2948,1520,0.0
8,601,1201,1584,3001,1588,5.32
4,456,1056,1618,2856,1656,58.9
11,688,1288,1700,3088,1746,80.96
12,1013,1613,1724,3413,1859,166.05
13,1071,1671,1907,3471,1927,34.4
15,1201,1801,2003,3601,1995,8.72
10,624,1224,1787,3024,2063,314.64
16,1467,2067,2169,3867,2161,14.8
17,1491,2091,2215,3891,2251,42.12
14,1100,1700,2234,3500,2341,109.14
19,1740,2340,2436,4140,2436,0.0
18,1642,2242,2781,4042,2766,19.5
23,2203,2803,2918,4603,2901,18.36
21,2105,2705,2967,4505,2969,2.18
22,2126,2726,2971,4526,3037,99.0
20,2019,2619,3111,4419,3127,20.64
24,2282,2882,3258,4682,3258,0.0
26,2735,3335,3468,5135,3356,126.56
29,2828,3428,3495,5228,3469,31.2
30,2863,3463,3579,5263,3537,53.34
28,2768,3368,3647,5168,3650,5.34
25,2646,3246,3728,5046,3718,10.8
27,2757,3357,3750,5157,3786,39.6
34,3032,3632,3854,5432,3854,0.0
33,3023,3623,3749,5423,3922,262.96
32,2944,3544,3764,5344,4012,257.92
31,2895,3495,4079,5295,4147,121.04
35,3123,3723,4273,5523,4273,0.0
36,3590,4190,4469,5990,4469,0.0
39,3776,4376,4695,6176,4633,80.6
37,3620,4220,4771,6020,4723,93.12
38,3646,4246,4836,6046,4836,0.0
40,3883,4483,4829,6283,4904,135.75
43,4382,4982,5224,6782,5138,135.02
45,4430,5030,5492,6830,5251,294.02
46,4545,5145,5373,6945,5319,91.8
41,4294,4894,5400,6694,5387,16.9
44,4421,5021,5443,6821,5455,21.36
42,4365,4965,5536,6765,5523,15.6
50,4746,5346,5636,7146,5636,0.0
49,4624,5224,5588,7024,5704,179.8
48,4614,5214,5749,7014,5772,31.51
47,4575,5175,5731,6975,5840,130.8
51,4988,5588,5946,7388,5946,0.0
53,5104,5704,6074,7504,6059,26.25
52,5091,5691,6145,7491,6149,7.56
54,5208,5808,6223,7608,6223,0.0
58,5608,6208,6344,8008,6291,76.32
56,5381,5981,6404,7781,6404,0.0
57,5502,6102,6455,7902,6472,22.44
55,5344,5944,6521,7744,6585,69.76
59,5982,6582,6867,8382,6867,0.0
60,6242,6842,6972,8642,6972,0.0
61,6568,7168,7439,8968,7439,0.0
62,6640,7240,7635,9040,7635,0.0
63,6908,7508,7824,9308,7824,0.0
66,7125,7725,8080,9525,7958,167.14
65,7035,7635,8124,9435,8048,113.24
64,7032,7632,8162,9432,8161,1.55
67,7174,7774,8149,9574,8229,100.8
68,7471,8071,8291,9871,8319,51.8
69,7552,8152,8349,9952,8387,38.76
71,7750,8350,8455,10150,8455,0.0
70,7644,8244,8715,10044,8715,0.0
72,8023,8623,8903,10423,8903,0.0
73,8401,9001,9293,10801,9293,0.0
74,8765,9365,9508,11165,9508,0.0
76,9030,9630,9796,11430,9796,0.0
75,8969,9569,9988,11369,9988,0.0
78,9222,9822,10108,11622,10108,0.0
77,9220,9820,10300,11620,10300,0.0
84,9844,10444,10515,12244,10515,0.0
79,9519,10119,10666,11919,10636,48.3
80,9552,10152,10704,11952,10704,0.0
81,9788,10388,10779,12188,10817,47.88
83,9811,10411,10943,12211,10885,60.9
82,9797,10397,10944,12197,10953,17.64
87,10258,10858,11071,12658,11066,5.65
85,10141,10741,11112,12541,11134,41.36
86,10216,10816,11288,12616,11267,29.19
89,10443,11043,11335,12843,11335,0.0
88,10330,10930,11353,12730,11425,126.72
90,10623,11223,11428,13023,11515,130.5
91,10679,11279,11713,13079,11713,0.0
92,10970,11570,11959,13370,11922,56.61
93,11089,11689,12035,13489,12035,0.0
94,11137,11737,12031,13537,12103,76.32
95,11342,11942,12393,13742,12369,34.56
97,11536,12136,12387,13936,12437,63.0
98,11638,12238,12550,14038,12550,0.0
96,11524,12124,12655,13924,12655,0.0
99,11723,12323,12691,14123,12723,48.64
