Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
1,41,641,925,2441,925.0,0.0
0,1,601,1154,2401,1154.0,0.0
2,208,808,1274,2608,1274.0,0.0
3,492,1092,1603,2892,1537.0,69.96
5,699,1299,1639,3099,1605.0,66.3
4,597,1197,1718,2997,1718.0,0.0
7,1028,1628,1759,3428,1786.0,27.54
6,932,1532,1766,3332,1854.0,128.48
8,1478,2078,2475,3878,2475.0,0.0
9,1828,2428,2700,4228,2700.0,0.0
10,1895,2495,2817,4295,2817.0,0.0
12,2102,2702,2995,4502,2930.0,79.3
13,2266,2866,3020,4666,3020.0,0.0
11,1924,2524,3026,4324,3133.0,120.91
14,2321,2921,3190,4721,3201.0,12.65
17,2502,3102,3370,4902,3322.0,88.32
16,2404,3004,3462,4804,3435.0,49.41
15,2361,2961,3503,4761,3503.0,0.0
21,2854,3454,3546,5254,3571.0,28.5
18,2518,3118,3501,4918,3639.0,242.88
19,2744,3344,3903,5144,3850.0,76.85
20,2772,3372,3918,5172,3918.0,0.0
23,3147,3747,4015,5547,4015.0,0.0
24,3289,3889,4217,5689,4217.0,0.0
22,3137,3737,4307,5537,4307.0,0.0
25,3299,3899,4367,5699,4397.0,39.3
26,3579,4179,4396,5979,4510.0,124.26
27,3670,4270,4710,6070,4709.0,1.45
28,3965,4565,4714,6365,4777.0,79.38
29,4005,4605,4943,6405,4867.0,114.76
30,4070,4670,4971,6470,4980.0,14.13
32,4094,4694,5018,6494,5048.0,52.8
31,4078,4678,5147,6478,5116.0,32.24
33,4441,5041,5164,6841,5229.0,102.7
36,4712,5312,5457,7112,5384.0,110.96
37,4759,5359,5864,7159,5452.0,679.8
35,4557,5157,5564,6957,5565.0,1.61
34,4524,5124,5656,6924,5638.0,25.02
40,4939,5539,5821,7339,5706.0,116.15
38,4765,5365,5857,7165,5819.0,54.72
42,5105,5705,5911,7505,5887.0,45.6
39,4906,5506,5967,7306,5977.0,15.1
44,5259,5859,6007,7659,6045.0,41.42
43,5119,5719,6292,7519,6161.0,167.68
41,5057,5657,6229,7457,6229.0,0.0
48,5613,6213,6529,8013,6311.0,414.2
51,5715,6315,6380,8115,6379.0,1.75
49,5651,6251,6359,8051,6447.0,125.84
45,5311,5911,6477,7711,6537.0,102.6
52,5717,6317,6569,8117,6650.0,115.83
53,5731,6331,6704,8131,6718.0,26.6
46,5487,6087,6356,7887,6808.0,605.68
50,5656,6256,6458,8056,6898.0,572.0
54,5886,6486,6834,8286,6988.0,189.42
57,6322,6922,7006,8722,7078.0,93.6
56,6199,6799,7180,8599,7191.0,19.8
47,5519,6119,6525,7919,7259.0,814.74
55,6164,6764,7331,8564,7331.0,0.0
58,6589,7189,7444,8989,7444.0,0.0
59,6784,7384,7798,9184,7798.0,0.0
60,6925,7525,8080,9325,8034.0,51.06
61,7022,7622,8102,9422,8102.0,0.0
62,7169,7769,8201,9569,8201.0,0.0
64,7508,8108,8303,9908,8303.0,0.0
67,7672,8272,8424,10072,8408.0,21.92
65,7550,8150,8526,9950,8498.0,42.0
63,7462,8062,8588,9862,8588.0,0.0
69,7922,8522,8673,10322,8701.0,47.32
66,7658,8258,8726,10058,8769.0,77.4
68,7702,8302,8817,10102,8882.0,81.25
70,8025,8625,8990,10425,8990.0,0.0
72,8354,8954,9080,10754,9080.0,0.0
71,8089,8689,9158,10489,9170.0,15.84
76,8670,9270,9363,11070,9363.0,0.0
74,8522,9122,9483,10922,9476.0,9.8
73,8434,9034,9493,10834,9544.0,84.66
77,8726,9326,9641,11126,9635.0,6.66
75,8546,9146,9725,10946,9725.0,0.0
78,8798,9398,9600,11198,9838.0,238.0
79,9377,9977,10047,11777,10047.0,0.0
80,9457,10057,10353,11857,10303.0,100.0
82,9666,10266,10447,12066,10416.0,49.29
83,9716,10316,10557,12116,10506.0,65.28
86,9888,10488,10861,12288,10574.0,522.34
84,9811,10411,10910,12211,10642.0,313.56
81,9538,10138,10732,11938,10732.0,0.0
87,10027,10627,10801,12427,10822.0,32.76
85,9873,10473,10921,12273,10935.0,26.46
91,10418,11018,11090,12818,11075.0,19.05
89,10111,10711,11143,12511,11143.0,0.0
90,10173,10773,11202,12573,11233.0,40.61
93,10582,11182,11353,12982,11353.0,0.0
88,10060,10660,11131,12460,11421.0,397.3
96,10844,11444,11527,13244,11526.0,1.59
98,10947,11547,11632,13347,11594.0,65.36
92,10458,11058,11638,12858,11662.0,46.08
94,10822,11422,11679,13222,11752.0,112.42
97,10865,11465,11810,13265,11865.0,88.55
99,10970,11570,11863,13370,11933.0,107.1
100,11087,11687,11759,13487,12023.0,298.32
95,10833,11433,11878,13233,12136.0,268.32
101,11182,11782,12345,13582,12265.0,109.6
102,11680,12280,12378,14080,12378.0,0.0
103,11708,12308,12607,14108,12607.0,0.0
106,12021,12621,12795,14421,12752.0,55.04
107,12072,12672,12820,14472,12820.0,0.0
104,11837,12437,12954,14237,12954.0,0.0
105,11872,12472,13016,14272,13089.0,98.55
109,12525,13125,13281,14925,13279.0,2.12
108,12339,12939,13347,14739,13347.0,0.0
110,12587,13187,13522,14987,13522.0,0.0
113,12920,13520,13599,15320,13599.0,0.0
115,13019,13619,13751,15419,13712.0,44.85
111,12687,13287,13802,15087,13802.0,0.0
112,12819,13419,13857,15219,13892.0,51.45
114,12988,13588,14046,15388,14046.0,0.0
116,13367,13967,14205,15767,14205.0,0.0
117,13434,14034,14309,15834,14278.0,48.05
118,13483,14083,14337,15883,14346.0,10.17
119,13520,14120,14469,15920,14459.0,12.3
121,13773,14373,14530,16173,14527.0,3.0
123,13807,14407,14662,16207,14595.0,81.07
122,13774,14374,14590,16174,14663.0,139.43
120,13529,14129,14485,15929,14753.0,498.48
127,14087,14687,14788,16487,14843.0,94.6
126,14047,14647,14955,16447,14956.0,1.85
124,13810,14410,14962,16210,15024.0,94.24
130,14278,14878,15056,16678,15092.0,51.84
131,14402,15002,15094,16802,15160.0,77.22
132,14424,15024,15243,16824,15229.0,20.02
125,13943,14543,14889,16343,15319.0,550.4
135,14638,15238,15367,17038,15387.0,34.0
129,14254,14854,15406,16654,15455.0,52.92
133,14454,15054,15498,16854,15545.0,64.86
134,14498,15098,15552,16898,15613.0,87.84
128,14110,14710,15290,16510,15681.0,418.37
138,15302,15902,16027,17702,16027.0,0.0
139,15365,15965,16183,17765,16127.0,62.72
136,15068,15668,16222,17468,16195.0,28.35
141,15547,16147,16315,17947,16263.0,56.16
140,15515,16115,16258,17915,16331.0,97.82
143,15692,16292,16438,18092,16421.0,20.4
137,15259,15859,16444,17659,16534.0,93.6
146,15957,16557,16669,18357,16602.0,76.38
142,15679,16279,16692,18079,16692.0,0.0
147,16006,16606,16711,18406,16760.0,86.24
144,15798,16398,16642,18198,16828.0,212.04
145,15861,16461,17020,18261,17020.0,0.0
148,16132,16732,17160,18532,17160.0,0.0
149,16517,17117,17351,18917,17351.0,0.0
150,16679,17279,17837,19079,17760.0,82.39
151,16849,17449,17828,19249,17828.0,0.0
154,17207,17807,18008,19607,17975.0,55.77
153,17134,17734,18043,19534,18043.0,0.0
152,17033,17633,18103,19433,18111.0,14.16
155,17370,17970,18319,19770,18319.0,0.0
157,17727,18327,18394,20127,18387.0,9.03
156,17480,18080,18522,19880,18522.0,0.0
160,18142,18742,18821,20542,18786.0,46.55
159,17852,18452,18899,20252,18899.0,0.0
158,17729,18329,18886,20129,18967.0,107.73
161,18145,18745,19103,20545,19103.0,0.0
163,18402,19002,19116,20802,19216.0,108.0
167,18678,19278,19350,21078,19350.0,0.0
162,18323,18923,19512,20723,19458.0,97.2
165,18596,19196,19506,20996,19526.0,21.6
171,18941,19541,19743,21341,19616.0,133.35
164,18552,19152,19699,20952,19684.0,26.25
169,18765,19365,19727,21165,19752.0,39.0
172,19123,19723,19820,21523,19820.0,0.0
168,18706,19306,19800,21106,19888.0,92.4
166,18605,19205,19798,21005,19956.0,243.32
170,18887,19487,19810,21287,20046.0,344.56
173,19243,19843,20241,21643,20241.0,0.0
174,19406,20006,20360,21806,20360.0,0.0
175,19878,20478,20639,22278,20547.0,127.88
176,19979,20579,20679,22379,20615.0,108.8
178,20052,20652,20728,22452,20728.0,0.0
177,20017,20617,20743,22417,20796.0,53.53
179,20097,20697,20851,22497,20886.0,53.2
181,20307,20907,21090,22707,21086.0,5.48
183,20538,21138,21221,22938,21221.0,0.0
180,20289,20889,21258,22689,21289.0,56.42
182,20442,21042,21324,22842,21357.0,43.89
184,20606,21206,21803,23006,21739.0,71.04
185,20851,21451,21829,23251,21829.0,0.0
186,20918,21518,22057,23318,22057.0,0.0
187,21040,21640,22153,23440,22153.0,0.0
189,21543,22143,22252,23943,22252.0,0.0
188,21304,21904,22375,23704,22375.0,0.0
193,21692,22292,22664,24092,22520.0,224.64
191,21562,22162,22640,23962,22588.0,70.72
