Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,1,601,908,2401,875.0,47.85
1,125,725,1027,2525,965.0,112.84
2,328,928,1378,2728,1078.0,420.0
5,519,1119,1235,2919,1146.0,123.71
7,595,1195,1401,2995,1236.0,262.35
9,618,1218,1343,3018,1349.0,11.28
3,374,974,1502,2774,1417.0,149.6
6,548,1148,1520,2948,1507.0,25.22
8,601,1201,1584,3001,1575.0,9.18
4,456,1056,1618,2856,1643.0,38.75
11,688,1288,1700,3088,1733.0,58.08
12,1013,1613,1724,3413,1846.0,150.06
13,1071,1671,1907,3471,1914.0,12.04
15,1201,1801,2003,3601,1982.0,22.89
10,624,1224,1787,3024,2050.0,299.82
16,1467,2067,2169,3867,2140.0,53.65
17,1491,2091,2215,3891,2230.0,17.55
14,1100,1700,2234,3500,2320.0,87.72
19,1740,2340,2436,4140,2436.0,0.0
18,1642,2242,2781,4042,2764.0,22.1
23,2203,2803,2918,4603,2899.0,20.52
21,2105,2705,2967,4505,2967.0,0.0
22,2126,2726,2971,4526,3035.0,96.0
20,2019,2619,3111,4419,3125.0,18.06
24,2282,2882,3258,4682,3244.0,22.12
25,2646,3246,3728,5046,3312.0,449.28
26,2735,3335,3468,5135,3380.0,99.44
29,2828,3428,3495,5228,3493.0,2.4
30,2863,3463,3579,5263,3561.0,22.86
28,2768,3368,3647,5168,3674.0,48.06
33,3023,3623,3749,5423,3742.0,11.62
34,3032,3632,3854,5432,3855.0,1.99
27,2757,3357,3750,5157,3923.0,190.3
32,2944,3544,3764,5344,3991.0,236.08
31,2895,3495,4079,5295,4126.0,83.66
35,3123,3723,4273,5523,4273.0,0.0
36,3590,4190,4469,5990,4469.0,0.0
39,3776,4376,4695,6176,4633.0,80.6
37,3620,4220,4771,6020,4723.0,93.12
38,3646,4246,4836,6046,4836.0,0.0
40,3883,4483,4829,6283,4904.0,135.75
43,4382,4982,5224,6782,5118.0,166.42
45,4430,5030,5492,6830,5231.0,318.42
41,4294,4894,5400,6694,5299.0,131.3
46,4545,5145,5373,6945,5367.0,10.2
44,4421,5021,5443,6821,5435.0,12.56
42,4365,4965,5536,6765,5503.0,39.6
49,4624,5224,5588,7024,5616.0,43.4
50,4746,5346,5636,7146,5684.0,92.16
48,4614,5214,5749,7014,5752.0,4.11
47,4575,5175,5731,6975,5820.0,106.8
51,4988,5588,5946,7388,5946.0,0.0
53,5104,5704,6074,7504,6059.0,26.25
52,5091,5691,6145,7491,6149.0,7.56
54,5208,5808,6223,7608,6223.0,0.0
58,5608,6208,6344,8008,6291.0,76.32
56,5381,5981,6404,7781,6404.0,0.0
57,5502,6102,6455,7902,6472.0,22.44
55,5344,5944,6521,7744,6585.0,69.76
59,5982,6582,6867,8382,6867.0,0.0
60,6242,6842,6972,8642,6972.0,0.0
61,6568,7168,7439,8968,7439.0,0.0
62,6640,7240,7635,9040,7635.0,0.0
63,6908,7508,7824,9308,7824.0,0.0
66,7125,7725,8080,9525,7958.0,167.14
65,7035,7635,8124,9435,8048.0,113.24
64,7032,7632,8162,9432,8161.0,1.55
67,7174,7774,8149,9574,8229.0,100.8
68,7471,8071,8291,9871,8319.0,51.8
69,7552,8152,8349,9952,8387.0,38.76
71,7750,8350,8455,10150,8455.0,0.0
70,7644,8244,8715,10044,8715.0,0.0
72,8023,8623,8903,10423,8903.0,0.0
73,8401,9001,9293,10801,9293.0,0.0
74,8765,9365,9508,11165,9508.0,0.0
76,9030,9630,9796,11430,9796.0,0.0
75,8969,9569,9988,11369,9988.0,0.0
78,9222,9822,10108,11622,10108.0,0.0
77,9220,9820,10300,11620,10300.0,0.0
84,9844,10444,10515,12244,10515.0,0.0
79,9519,10119,10666,11919,10636.0,48.3
80,9552,10152,10704,11952,10704.0,0.0
81,9788,10388,10779,12188,10817.0,47.88
83,9811,10411,10943,12211,10885.0,60.9
82,9797,10397,10944,12197,10953.0,17.64
87,10258,10858,11071,12658,11066.0,5.65
85,10141,10741,11112,12541,11134.0,41.36
86,10216,10816,11288,12616,11267.0,29.19
89,10443,11043,11335,12843,11335.0,0.0
88,10330,10930,11353,12730,11425.0,126.72
90,10623,11223,11428,13023,11515.0,130.5
91,10679,11279,11713,13079,11713.0,0.0
92,10970,11570,11959,13370,11922.0,56.61
93,11089,11689,12035,13489,12035.0,0.0
94,11137,11737,12031,13537,12103.0,76.32
95,11342,11942,12393,13742,12369.0,34.56
97,11536,12136,12387,13936,12437.0,63.0
98,11638,12238,12550,14038,12550.0,0.0
96,11524,12124,12655,13924,12655.0,0.0
99,11723,12323,12691,14123,12723.0,48.64
