Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,1,601,709,2401,709,0.0
1,420,1020,1298,2820,1233,77.35
4,704,1304,1400,3104,1346,84.78
5,734,1334,1414,3134,1414,0.0
3,493,1093,1504,2893,1504,0.0
2,429,1029,1574,2829,1617,80.84
6,1031,1631,1836,3431,1836,0.0
9,1289,1889,2133,3689,2133,0.0
7,1125,1725,2316,3525,2201,195.5
8,1248,1848,2385,3648,2368,33.15
10,1590,2190,2368,3990,2503,143.1
13,1834,2434,2571,4234,2571,0.0
11,1745,2345,2651,4145,2651,0.0
16,2031,2631,2931,4431,2816,156.4
12,1806,2406,2947,4206,2884,124.74
15,1941,2541,2946,4341,2952,10.32
17,2037,2637,3075,4437,3065,10.3
18,2250,2850,3174,4650,3133,49.61
19,2404,3004,3201,4804,3201,0.0
14,1866,2466,3064,4266,3269,387.45
20,2562,3162,3323,4962,3382,82.6
21,2587,3187,3680,4987,3530,274.5
23,2760,3360,3683,5160,3620,90.72
24,2824,3424,3675,5224,3688,16.64
22,2618,3218,3752,5018,3756,7.84
25,2915,3515,3847,5315,3847,0.0
26,3098,3698,4113,5498,3982,142.79
27,3117,3717,4027,5517,4050,35.42
30,3496,4096,4231,5896,4186,68.4
29,3412,4012,4254,5812,4254,0.0
28,3229,3829,4310,5629,4344,60.86
31,3793,4393,4662,6193,4662,0.0
33,4075,4675,4761,6475,4761,0.0
32,3911,4511,4964,6311,4964,0.0
34,4342,4942,5283,6742,5250,45.54
37,4578,5178,5363,6978,5363,0.0
35,4553,5153,5419,6953,5431,15.48
39,4751,5351,5688,7151,5499,353.43
38,4591,5191,5618,6991,5567,58.65
40,4922,5522,5658,7322,5635,24.15
36,4570,5170,5714,6970,5748,41.48
42,5100,5700,5943,7500,5831,155.68
46,5277,5877,6212,7677,5899,350.56
41,5042,5642,5967,7442,5967,0.0
45,5249,5849,6157,7649,6075,99.22
44,5204,5804,6143,7604,6143,0.0
43,5101,5701,6210,7501,6211,1.35
47,5400,6000,6109,7800,6279,181.9
48,5591,6191,6321,7991,6392,83.78
49,5886,6486,6753,8286,6732,30.87
50,5913,6513,7089,8313,6867,264.18
51,6022,6622,6937,8422,6935,3.02
