Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,1,601,1157,2401,862.0,339.25
2,123,723,1068,2523,930.0,182.16
5,378,978,1123,2778,998.0,162.5
1,72,672,1233,2472,1111.0,161.04
3,269,869,1181,2669,1179.0,3.28
8,530,1130,1276,2930,1247.0,55.39
6,475,1075,1337,2875,1337.0,0.0
4,290,890,1408,2690,1472.0,122.24
9,548,1148,1549,2948,1540.0,15.3
7,481,1081,1297,2881,1608.0,338.99
11,728,1328,1706,3128,1676.0,31.5
10,714,1314,1742,3114,1744.0,2.3
12,892,1492,1832,3292,1857.0,25.0
14,1216,1816,2016,3616,2016.0,0.0
15,1280,1880,2186,3680,2186.0,0.0
13,1141,1741,2311,3541,2276.0,37.8
16,1474,2074,2274,3874,2344.0,76.3
18,1674,2274,2524,4074,2496.0,42.84
17,1602,2202,2564,4002,2564.0,0.0
23,2314,2914,3069,4714,2981.0,94.16
19,2019,2619,3094,4419,3094.0,0.0
21,2213,2813,3261,4613,3242.0,27.93
20,2073,2673,3268,4473,3310.0,43.68
25,2648,3248,3406,5048,3378.0,52.08
22,2226,2826,3396,4626,3446.0,71.0
24,2384,2984,3536,4784,3536.0,0.0
27,2987,3587,3707,5387,3707.0,0.0
26,2878,3478,3832,5278,3832.0,0.0
29,3287,3887,4161,5687,4161.0,0.0
28,3139,3739,4301,5539,4298.0,5.13
30,3340,3940,4411,5740,4411.0,0.0
32,3584,4184,4410,5984,4479.0,91.77
31,3420,4020,4611,5820,4611.0,0.0
33,3597,4197,4727,5997,4679.0,48.0
35,3818,4418,4843,6218,4814.0,40.31
34,3650,4250,4849,6050,4882.0,48.51
36,3967,4567,4804,6367,4950.0,172.28
37,4078,4678,4959,6478,5040.0,110.97
38,4344,4944,5198,6744,5198.0,0.0
39,4568,5168,5329,6968,5288.0,54.12
40,4569,5169,5378,6969,5378.0,0.0
42,4735,5335,5610,7135,5550.0,76.8
41,4685,5285,5677,7085,5663.0,18.9
43,4905,5505,5852,7305,5731.0,128.26
44,4929,5529,5866,7329,5866.0,0.0
47,5231,5831,5901,7631,5934.0,35.64
45,5006,5606,5852,7406,6002.0,214.5
46,5142,5742,6057,7542,6092.0,59.5
50,5898,6498,6602,8298,6530.0,142.56
51,5939,6539,6643,8339,6643.0,0.0
48,5572,6172,6661,7972,6733.0,141.84
49,5729,6329,6912,8129,6912.0,0.0
53,6212,6812,7032,8612,7032.0,0.0
52,6058,6658,7030,8458,7122.0,127.88
54,6372,6972,7267,8772,7267.0,0.0
