Plane Order,Appearence Time,Earliest Time,Target Time,Latest Time,Actual Landing Time,Cost
0,0,75,82,486,82.0,0.0
5,20,95,106,524,100.0,180.0
7,23,98,108,523,108.0,0.0
3,28,103,117,565,116.0,30.0
11,39,114,126,551,124.0,60.0
8,42,117,132,578,132.0,0.0
9,42,117,130,569,140.0,300.0
10,57,132,149,615,149.0,0.0
18,69,144,160,607,160.0,0.0
19,76,151,169,624,169.0,0.0
2,59,134,160,561,184.0,240.0
1,82,157,197,628,197.0,0.0
6,110,185,229,664,229.0,0.0
14,139,214,258,688,258.0,0.0
4,126,201,261,735,261.0,0.0
17,162,237,287,726,287.0,0.0
13,175,250,316,790,316.0,0.0
12,186,261,336,834,336.0,0.0
16,194,269,338,818,339.0,10.0
15,235,310,409,967,409.0,0.0
